cpu_cores_total,cpu_watts,gpu_cores_total,gpu_vram_total_gb,gpu_watts,ram_total_gb,cpu_cores_used,gpu_cores_used,gpu_vram_used_gb,ram_used_gb,current_cpu_power_w,current_gpu_power_w,req_cpu_cores,req_gpu_cores,req_gpu_vram_gb,req_ram_gb
16,95,10240,8,200,512,1,1134,2.0,138.5,5.94,22.15,3,1412,7.2,92.5
24,125,8192,24,350,64,8,7322,7.9,22.8,41.67,312.83,2,764,3.1,22.1
64,250,8192,48,200,512,10,685,13.4,286.1,39.06,16.72,22,1111,7.3,55.2
24,250,2048,24,300,512,6,393,1.9,123.3,62.5,57.57,3,198,6.7,90.6
16,95,4096,24,300,128,8,1293,6.1,49.1,47.5,94.7,4,695,4.2,38.1
24,125,8192,24,450,64,5,1805,14.3,15.4,26.04,99.15,4,1792,6.4,19.2
8,250,2048,8,200,64,1,718,1.9,8.1,31.25,70.12,3,458,4.9,14.5
32,250,2048,24,350,64,29,812,14.8,13.7,226.56,138.77,22,460,6.0,26.8
24,125,2048,8,300,256,6,808,7.6,61.8,31.25,118.36,3,336,1.3,58.3
8,250,2048,48,200,512,2,373,15.8,112.8,62.5,36.43,4,293,11.2,307.9
24,95,2048,8,200,64,8,1073,1.8,45.2,31.67,104.79,17,940,1.4,5.2
24,180,2048,8,300,64,10,94,0.5,24.3,75.0,13.77,5,277,1.8,3.3
32,125,2048,8,450,256,11,375,2.6,62.5,42.97,82.4,5,599,1.4,38.6
16,125,4096,48,200,256,2,756,25.7,60.9,15.62,36.91,4,3382,24.1,54.0
24,180,8192,8,350,512,4,1942,0.8,149.2,30.0,82.97,5,4239,5.1,104.5
32,250,8192,48,200,256,12,6207,21.1,24.8,93.75,151.54,13,2328,8.9,291.1
24,125,8192,24,450,64,1,5683,3.8,12.0,5.21,312.18,8,1077,10.7,51.8
16,95,8192,48,200,128,2,7265,32.3,17.7,11.88,177.37,12,1258,24.8,12.9
64,180,10240,16,300,256,7,2347,1.3,46.0,19.69,68.76,12,1938,2.2,69.3
64,250,10240,48,300,512,12,6534,12.9,142.3,46.88,191.43,19,2089,26.3,99.6
24,125,10240,48,350,512,7,329,30.1,63.9,36.46,11.25,4,1388,2.5,353.8
32,125,10240,16,350,256,29,2563,3.8,43.6,113.28,87.6,5,7796,2.5,52.2
64,95,2048,24,450,64,19,181,2.7,29.8,28.2,39.77,15,246,14.3,73.0
32,250,8192,24,300,64,11,1968,0.5,12.7,85.94,72.07,3,1843,5.3,41.7
24,180,8192,48,350,512,6,4369,1.6,84.0,45.0,186.66,10,957,6.8,103.7
64,180,10240,8,350,512,9,6651,3.3,104.2,25.31,227.33,12,944,3.4,123.6
32,95,4096,8,450,512,8,1231,1.4,191.3,23.75,135.24,7,296,1.0,50.4
24,250,2048,8,300,128,8,1123,1.5,23.5,83.33,164.5,8,360,0.6,15.8
32,180,4096,16,450,512,7,1396,5.9,257.3,39.38,153.37,6,869,1.2,125.1
32,125,10240,24,200,256,5,1368,12.9,28.5,19.53,26.72,17,11714,9.4,59.9
32,180,4096,16,450,512,2,2418,5.6,327.1,11.25,265.65,4,1064,5.8,120.0
24,125,8192,24,350,64,5,2545,1.3,39.6,26.04,108.73,4,1733,5.9,3.4
32,125,8192,16,300,64,11,1254,7.7,30.8,42.97,45.92,8,5461,3.7,15.7
8,125,8192,48,300,512,1,3591,6.1,140.9,15.62,131.51,2,2570,12.9,118.1
64,180,4096,16,450,256,42,680,1.6,157.7,118.12,74.71,19,1816,4.6,96.4
16,95,8192,48,200,128,4,1642,37.1,15.3,23.75,40.09,5,1980,13.4,24.2
32,180,4096,48,450,256,1,1062,11.8,86.9,5.62,116.67,3,955,2.5,13.2
64,250,10240,48,300,512,48,8236,7.4,190.2,187.5,241.29,26,4699,6.3,31.9
32,180,8192,24,350,512,21,2725,13.2,381.7,118.12,116.42,5,721,3.8,95.0
8,250,4096,16,200,128,1,3555,5.2,39.0,31.25,173.58,8,1072,4.3,10.0
8,95,4096,48,200,512,5,1507,14.2,104.7,59.38,73.58,2,1857,3.7,85.8
32,125,2048,24,350,64,11,795,3.8,49.3,42.97,135.86,16,1193,3.1,28.6
8,95,10240,16,350,128,2,3277,5.5,20.5,23.75,112.01,2,5551,3.7,130.7
32,250,10240,24,300,512,7,4957,6.1,111.4,54.69,145.22,3,2954,3.8,64.6
8,250,8192,8,300,256,1,6480,2.7,8.9,31.25,237.3,1,2487,2.6,64.0
24,125,4096,8,200,512,1,1432,4.0,201.4,5.21,69.92,8,386,1.7,319.9
64,180,10240,16,300,256,20,7458,6.3,85.9,56.25,218.5,7,5422,16.9,65.9
32,125,2048,24,350,256,23,384,18.9,78.8,89.84,65.62,3,1017,6.2,24.0
16,125,4096,48,350,64,8,1164,9.0,16.2,62.5,99.46,12,4580,9.6,27.4
24,125,10240,48,350,512,11,1731,12.3,100.7,57.29,59.17,5,1688,29.6,150.8
64,250,10240,8,300,128,40,5683,1.5,8.1,156.25,166.49,28,6153,1.6,15.2
32,180,4096,8,300,256,6,1293,1.6,64.5,33.75,94.7,7,1695,2.0,74.2
24,125,2048,48,200,128,9,322,30.4,33.9,46.88,31.45,2,159,3.6,30.4
24,125,2048,48,200,128,7,682,10.4,109.3,36.46,66.6,7,159,3.3,97.5
24,95,2048,16,300,64,5,524,4.4,27.7,19.79,76.76,2,1757,1.2,7.5
16,250,8192,16,350,256,6,2793,3.4,96.9,93.75,119.33,10,1231,2.0,31.4
8,125,10240,8,350,64,4,1974,3.0,23.2,62.5,67.47,1,6475,1.6,6.6
32,125,8192,16,300,64,11,2616,4.5,6.9,42.97,95.8,3,8674,9.6,5.5
32,125,8192,24,300,256,19,3344,5.5,76.5,74.22,122.46,6,8256,6.8,104.0
64,95,10240,16,350,128,13,2692,9.0,113.5,19.3,92.01,18,840,1.7,27.4
24,95,8192,24,350,64,7,3174,4.9,41.7,27.71,135.61,3,1881,3.3,12.7
32,250,10240,24,300,512,4,8300,13.4,65.8,31.25,243.16,3,2236,6.0,62.2
24,95,2048,16,450,512,10,360,8.4,13.3,39.58,79.1,4,436,3.1,204.6
8,250,2048,48,200,512,2,197,4.5,411.5,62.5,19.24,1,458,12.0,38.5
16,95,8192,48,200,128,12,5311,3.4,36.7,71.25,129.66,4,1241,2.8,30.4
24,95,4096,16,300,64,1,2609,8.7,18.5,3.96,191.09,10,601,2.4,3.3
8,250,2048,48,300,256,2,427,33.1,71.0,62.5,62.55,2,604,6.4,83.2
32,250,2048,16,450,64,9,297,5.4,9.3,70.31,65.26,8,1234,11.3,5.1
32,125,8192,24,300,256,7,7715,11.4,37.0,27.34,282.53,9,5561,3.1,72.1
64,250,10240,8,300,128,41,870,1.0,25.8,160.16,25.49,5,5109,1.3,15.2
32,250,10240,8,350,512,17,9207,2.5,166.0,132.81,314.69,5,2015,0.8,27.2
64,95,10240,24,200,512,7,8713,4.0,317.0,10.39,170.18,14,1345,17.9,252.1
16,125,4096,48,200,256,3,1579,15.6,29.8,23.44,77.1,11,751,7.5,72.2
64,180,10240,8,350,512,27,2824,3.6,26.5,75.94,96.52,11,1524,6.5,384.0
32,125,4096,24,300,64,6,837,22.4,41.1,23.44,61.3,21,392,4.1,8.3
16,95,4096,24,450,256,2,525,6.1,10.1,11.88,57.68,4,1089,13.8,23.4
32,95,4096,48,350,512,13,853,16.7,41.7,38.59,72.89,4,436,13.1,286.9
16,250,2048,48,300,512,3,770,11.9,222.9,46.88,112.79,5,209,16.0,45.3
32,125,4096,24,200,64,9,1224,3.5,19.7,35.16,59.77,15,941,4.4,3.2
24,250,2048,8,300,128,5,1216,2.4,119.9,52.08,178.12,3,512,1.3,35.2
16,250,2048,48,350,256,4,519,22.2,27.4,62.5,88.7,1,336,10.4,17.5
24,180,8192,24,200,64,8,1306,5.7,17.5,60.0,31.88,4,8578,3.0,13.0
32,180,4096,16,450,512,6,3048,10.7,73.2,33.75,334.86,2,1783,2.4,332.0
16,125,4096,48,350,64,7,2743,18.1,44.0,54.69,234.39,19,457,4.1,4.4
24,95,8192,48,300,256,4,4481,7.9,39.7,15.83,164.1,19,521,52.3,49.6
32,250,2048,16,300,128,20,235,2.2,33.9,156.25,34.42,6,395,2.9,32.8
24,95,8192,48,200,64,2,4025,32.9,44.3,7.92,98.27,5,1207,17.7,31.0
8,95,8192,24,450,512,7,7639,7.0,173.7,83.12,419.62,9,2426,10.2,118.6
8,95,8192,24,450,512,1,2446,3.6,192.3,11.88,134.36,2,9653,14.5,351.1
16,125,4096,48,200,256,5,341,7.3,35.6,39.06,16.65,9,753,6.2,52.6
32,125,2048,16,300,128,7,718,7.2,62.3,27.34,105.18,5,311,2.3,34.9
24,125,10240,24,300,128,6,3755,1.0,22.8,31.25,110.01,18,1579,4.5,35.1
32,180,8192,48,200,128,8,2931,9.5,13.7,45.0,71.56,18,1867,6.3,10.4
24,95,8192,16,200,256,7,2958,4.8,27.1,27.71,72.22,6,3130,1.2,158.0
24,95,10240,24,300,256,9,3068,10.0,37.8,35.62,89.88,7,5392,7.0,258.5
16,95,4096,24,300,128,12,813,1.8,63.7,71.25,59.55,2,376,5.8,26.0
8,125,10240,16,200,64,6,1574,5.5,16.6,93.75,30.74,3,790,15.2,17.5
24,125,8192,24,350,64,7,5521,7.3,31.3,36.46,235.88,7,1717,14.0,17.7
64,125,10240,48,200,64,55,8742,29.0,11.6,107.42,170.74,17,4430,3.9,13.2
16,95,2048,48,450,256,5,1254,14.3,46.3,29.69,275.54,2,111,2.6,48.6
24,125,2048,24,300,512,5,455,1.7,448.1,26.04,66.65,3,327,7.1,91.0
64,95,4096,8,300,128,33,1217,4.0,47.3,48.98,89.14,16,3421,1.8,31.9
8,250,10240,24,350,512,5,6505,6.1,190.6,156.25,222.34,1,1870,5.0,53.9
64,95,4096,8,300,256,17,592,1.1,91.4,25.23,43.36,18,282,0.6,262.0
8,125,10240,8,200,64,1,1701,7.4,36.2,15.62,33.22,10,7905,2.2,10.2
24,95,10240,24,300,256,15,5342,0.4,107.8,59.38,156.5,4,1051,8.5,259.2
32,180,4096,48,300,128,14,1899,19.3,18.7,78.75,139.09,8,487,4.0,82.8
32,125,10240,16,350,256,16,3067,5.9,66.8,62.5,104.83,4,3170,9.9,86.0
32,125,10240,16,300,64,10,2405,11.3,27.3,39.06,70.46,4,2805,3.9,8.5
32,250,10240,24,300,512,7,8048,1.1,315.7,54.69,235.78,20,1198,1.2,46.7
32,250,10240,8,350,512,3,3790,4.0,69.4,23.44,129.54,4,11980,5.3,54.8
24,95,8192,16,200,256,11,1907,4.3,201.8,43.54,46.56,17,2743,12.4,60.7
8,125,4096,48,450,64,1,270,8.5,11.4,15.62,29.66,2,334,13.9,6.3
8,250,10240,24,200,128,5,3166,14.8,26.6,156.25,61.84,3,3263,4.5,30.5
8,180,8192,8,350,64,0,1877,0.7,25.5,0.0,80.19,6,1329,6.2,33.7
16,95,8192,24,200,128,10,654,6.4,25.1,59.38,15.97,3,1466,1.8,135.6
32,250,2048,16,300,128,6,233,12.0,41.3,46.88,34.13,9,125,17.4,15.0
16,180,4096,24,200,256,3,1519,7.3,215.9,33.75,74.17,18,448,6.4,53.0
32,250,10240,8,200,128,10,1759,1.5,9.3,78.12,34.36,7,6602,1.9,33.2
8,180,4096,16,350,512,4,1833,7.1,156.4,90.0,156.63,1,2696,4.3,312.5
24,95,4096,48,200,128,2,1422,10.9,56.1,7.92,69.43,16,2076,10.9,16.3
16,95,8192,24,200,128,9,3085,16.4,50.9,53.44,75.32,2,1924,1.2,31.3
64,95,2048,8,300,512,9,1269,1.2,145.8,13.36,185.89,20,108,7.3,60.9
32,125,4096,8,350,128,5,1817,0.7,24.5,19.53,155.26,23,2833,0.9,33.4
8,180,8192,8,350,64,2,3632,2.3,35.1,45.0,155.18,1,964,1.5,13.0
8,125,10240,8,350,128,4,2849,2.0,83.8,62.5,97.38,6,6090,2.2,36.2
32,125,4096,8,350,128,4,1141,1.6,36.7,15.62,97.5,4,1158,4.8,90.0
64,180,10240,8,350,512,23,1203,6.4,138.6,64.69,41.12,17,1607,2.2,56.3
16,95,4096,24,450,256,9,3817,5.3,53.9,53.44,419.35,4,352,5.9,74.4
64,125,10240,48,200,512,4,2088,22.2,215.4,7.81,40.78,12,2871,16.5,83.9
32,250,8192,8,450,256,3,1256,1.6,61.1,23.44,68.99,9,2340,3.7,56.1
16,180,4096,24,200,256,2,2182,9.0,58.5,22.5,106.54,3,320,6.5,77.1
8,250,8192,8,300,256,2,3835,0.9,56.0,62.5,140.44,8,756,9.0,49.0
64,95,4096,16,300,128,15,705,4.8,8.4,22.27,51.64,4,463,2.2,35.8
16,180,10240,16,450,512,5,2692,4.3,37.5,56.25,118.3,19,6960,4.4,49.0
8,125,2048,24,300,512,6,153,3.8,291.1,93.75,22.41,2,404,3.6,116.5
24,125,2048,8,300,512,3,890,7.5,180.2,15.62,130.37,12,1406,0.4,236.3
8,125,10240,16,200,64,0,1685,12.0,13.1,0.0,32.91,3,9514,1.1,23.4
64,250,8192,48,350,512,9,1097,9.2,292.4,35.16,46.87,29,3255,9.9,145.0
24,95,8192,48,300,256,11,1568,22.9,6.1,43.54,57.42,23,1212,12.4,68.7
8,180,4096,16,350,512,1,468,9.3,160.6,22.5,39.99,4,1059,3.3,82.7
24,125,10240,24,200,256,1,4336,6.1,78.3,5.21,84.69,8,2523,5.7,71.7
16,125,8192,16,200,512,6,5611,8.5,171.0,46.88,136.99,4,5448,13.9,38.6
24,95,10240,24,300,256,4,2622,2.1,82.6,15.83,76.82,29,2482,4.2,74.8
8,180,4096,48,350,64,1,1124,2.4,1.1,22.5,96.04,3,602,48.8,29.8
8,180,8192,48,450,128,0,824,5.6,93.1,0.0,45.26,3,2439,10.4,139.1
64,180,4096,16,450,256,30,1323,7.3,34.6,84.38,145.35,19,1147,8.9,14.5
24,95,8192,8,350,256,4,1419,3.2,203.4,15.83,60.63,2,1973,3.9,17.1
32,95,10240,24,300,64,16,1611,6.1,8.9,47.5,47.2,6,2738,1.8,62.9
24,180,2048,8,300,64,5,1297,2.2,8.6,37.5,189.99,9,577,1.8,56.3
24,180,2048,8,300,64,5,744,1.5,20.2,37.5,108.98,4,220,2.0,9.3
24,95,2048,16,300,64,4,673,11.2,28.0,15.83,98.58,3,364,1.8,62.0
24,250,2048,24,300,512,2,508,5.1,230.7,20.83,74.41,9,277,3.0,301.6
24,125,4096,8,200,512,11,1154,1.4,156.8,57.29,56.35,16,514,2.1,43.5
32,125,4096,24,450,64,14,2308,3.1,19.8,54.69,253.56,22,237,5.8,6.9
8,95,8192,16,350,512,1,4947,13.6,86.7,11.88,211.36,2,1126,2.6,85.6
32,250,4096,16,350,128,1,1349,2.4,48.0,7.81,115.27,6,1847,1.5,8.9
16,250,8192,16,350,256,2,1262,2.4,16.1,31.25,53.92,5,2412,13.3,64.8
32,250,8192,24,300,64,15,5775,1.0,20.6,117.19,211.49,9,2084,3.3,9.7
8,180,8192,48,450,128,1,4101,23.6,17.6,22.5,225.27,3,1242,25.3,16.6
24,250,2048,8,300,128,11,904,1.7,101.0,114.58,132.42,4,2358,0.6,25.9
24,125,2048,8,300,512,3,132,3.9,14.7,15.62,19.34,11,155,2.0,151.6
64,180,2048,24,450,512,19,350,4.0,143.1,53.44,76.9,17,203,19.4,153.2
32,125,4096,8,350,128,24,2156,2.2,23.3,93.75,184.23,6,2024,0.6,59.8
32,250,4096,16,350,128,2,1544,5.4,85.9,15.62,131.93,9,1143,3.6,26.9
64,95,4096,8,300,128,7,156,1.5,7.6,10.39,11.43,9,297,6.1,19.2
16,180,10240,16,350,128,4,7241,3.4,60.2,45.0,247.5,7,5838,1.4,33.6
8,95,8192,24,450,512,3,781,11.9,169.4,35.62,42.9,2,2274,2.5,201.0
32,180,8192,24,350,512,20,3008,2.3,76.0,112.5,128.52,2,4802,28.1,113.4
24,250,2048,8,300,128,19,1649,2.0,116.3,197.92,241.55,15,1092,6.3,28.9
32,250,4096,16,350,64,10,851,11.6,6.9,78.12,72.72,6,1097,3.0,66.1
24,125,4096,8,200,512,4,737,6.8,162.6,20.83,35.99,5,1685,1.1,96.8
24,95,4096,48,200,128,6,676,20.7,25.5,23.75,33.01,16,1386,27.9,22.1
24,250,2048,8,350,256,5,160,3.0,55.0,52.08,27.34,4,1368,0.6,43.8
16,95,8192,24,200,128,13,3474,13.8,21.3,77.19,84.81,3,2367,1.5,11.4
8,250,10240,24,350,512,4,954,11.7,60.3,125.0,32.61,3,5437,14.5,382.3
16,180,4096,16,350,64,9,635,6.8,16.1,101.25,54.26,4,735,2.9,9.9
8,125,4096,48,450,64,1,761,8.4,4.6,15.62,83.61,10,1437,10.6,5.0
8,95,8192,24,450,512,6,3688,17.1,416.5,71.25,202.59,3,7434,15.8,507.9
32,250,4096,16,350,64,5,286,11.6,10.2,39.06,24.44,24,3266,1.6,64.1
24,250,4096,16,300,128,4,774,4.1,17.5,41.67,56.69,6,1876,11.5,31.4
8,95,2048,24,300,64,1,434,5.8,27.6,11.88,63.57,3,464,4.7,3.2
16,250,10240,8,300,256,4,2552,0.9,152.6,62.5,74.77,4,10168,1.8,55.8
32,250,2048,8,300,256,19,455,5.4,69.3,148.44,66.65,23,232,1.6,134.3
32,125,2048,24,350,256,5,499,6.5,90.6,19.53,85.28,16,1819,4.5,167.8
32,125,8192,16,300,64,11,5986,1.8,19.3,42.97,219.21,17,1870,2.7,11.0
24,95,8192,48,300,256,8,1022,13.1,3.0,31.67,37.43,3,840,34.0,66.3
24,250,2048,8,350,256,7,269,4.2,105.4,72.92,45.97,7,184,2.0,53.6
24,95,2048,16,300,64,10,158,1.5,15.8,39.58,23.14,10,177,6.2,12.2
32,250,8192,8,200,512,11,1292,1.8,151.7,85.94,31.54,7,2022,2.0,148.4
32,125,2048,24,350,64,5,320,1.2,42.9,19.53,54.69,20,557,17.2,7.0
24,250,2048,24,300,512,3,1305,1.4,161.0,31.25,191.16,20,393,3.2,143.5
64,125,2048,24,450,512,40,1519,11.1,44.0,78.12,333.76,6,539,1.5,61.4
8,125,10240,8,350,256,2,3900,7.1,37.5,31.25,133.3,2,1146,1.6,74.5
16,125,4096,48,350,64,4,2359,15.0,22.0,31.25,201.57,4,1038,18.8,14.6
16,95,4096,24,300,128,13,1019,1.7,42.7,77.19,74.63,3,1174,5.9,33.7
32,250,2048,16,350,64,10,596,0.4,19.9,78.12,101.86,17,538,5.9,17.1
24,125,8192,24,450,64,2,2216,1.4,13.5,10.42,121.73,7,485,14.5,13.0
8,95,8192,16,350,512,4,3097,8.1,73.9,47.5,132.32,4,2080,1.1,149.4
16,250,10240,8,300,256,7,2322,1.8,12.0,109.38,68.03,5,2569,1.0,242.8
64,95,10240,24,200,512,10,489,2.3,118.2,14.84,9.55,6,9390,7.0,87.6
16,180,10240,8,300,512,8,3584,6.4,72.2,90.0,105.0,9,1966,1.9,99.6
24,250,2048,24,300,512,13,1564,1.2,69.2,135.42,229.1,14,252,3.6,60.8
32,180,10240,24,200,128,6,759,5.8,73.8,33.75,14.82,4,2611,3.2,15.2
8,250,2048,8,200,64,1,1735,2.8,23.7,31.25,169.43,4,238,0.9,3.8
16,250,2048,48,300,512,11,391,15.0,325.6,171.88,57.28,4,169,13.2,118.6
16,95,8192,24,200,128,2,4015,14.6,19.1,11.88,98.02,4,559,2.4,26.8
64,95,10240,48,200,512,23,914,12.1,282.1,34.14,17.85,14,575,26.2,65.9
8,125,2048,48,450,64,3,797,4.7,20.0,46.88,175.12,8,165,10.8,15.5
8,250,10240,24,350,512,1,186,9.9,77.0,31.25,6.36,4,718,3.6,548.6
32,250,2048,16,350,64,28,501,13.5,6.6,218.75,85.62,33,462,1.9,15.6
24,95,8192,24,200,128,2,981,9.8,12.0,7.92,23.95,3,9738,6.9,33.6
24,125,2048,8,300,256,9,377,2.2,55.0,46.88,55.22,7,302,2.0,19.3
24,125,10240,24,350,128,7,2391,7.6,23.7,36.46,81.72,2,1331,6.9,23.7
32,250,8192,8,450,256,1,4673,1.5,209.3,7.81,256.7,7,2393,7.7,21.4
32,180,8192,24,350,512,18,2951,6.0,108.0,101.25,126.08,22,845,6.4,48.3
32,125,2048,16,450,512,15,385,4.1,194.5,58.59,84.59,6,1147,2.5,32.1
32,125,4096,24,300,64,8,368,4.3,14.0,31.25,26.95,6,435,3.6,34.9
8,95,8192,16,350,512,1,1136,6.2,55.8,11.88,48.54,3,6175,3.2,183.0
64,250,8192,48,200,512,24,642,29.1,328.1,93.75,15.67,7,7152,4.2,417.4
8,250,10240,24,350,512,1,2463,4.9,99.5,31.25,84.18,1,710,20.6,533.2
24,95,8192,16,200,256,22,521,9.5,91.5,87.08,12.72,2,1161,4.1,60.7
32,250,10240,8,350,512,23,8783,2.3,82.0,179.69,300.2,8,2733,0.5,122.5
16,95,10240,8,200,512,3,2869,2.4,235.2,17.81,56.04,3,1752,1.8,100.2
24,95,8192,48,200,64,9,1255,3.7,10.9,35.62,30.64,12,8691,32.5,15.6
24,125,2048,16,200,128,5,471,6.2,68.5,26.04,46.0,5,658,2.9,20.0
32,125,2048,8,450,256,20,288,0.6,119.5,78.12,63.28,10,502,1.1,19.9
24,250,2048,8,350,256,19,763,5.5,142.6,197.92,130.4,26,210,2.2,14.9
8,125,10240,8,350,64,1,2546,0.4,43.4,15.62,87.02,1,2122,0.7,4.2
8,125,2048,24,300,512,2,1833,15.9,96.2,31.25,268.51,7,526,1.5,462.0
32,250,2048,16,450,64,13,562,7.2,7.2,101.56,123.49,9,422,19.2,18.8
24,95,8192,16,200,256,13,2146,6.0,93.4,51.46,52.39,5,3240,9.0,164.4
32,180,4096,48,300,128,17,881,12.7,38.0,95.62,64.53,15,2006,6.7,28.6
32,180,4096,48,450,256,12,465,16.6,27.3,67.5,51.09,33,897,6.3,37.0
64,250,2048,24,450,64,29,523,6.7,22.8,113.28,114.92,39,353,10.4,3.4
8,95,2048,24,300,64,1,253,15.6,11.1,11.88,37.06,2,330,4.0,3.6
32,250,4096,16,350,64,13,2493,1.0,10.3,101.56,213.02,36,1220,5.7,12.5
24,95,8192,8,300,64,10,2294,3.1,34.2,39.58,84.01,2,1158,2.4,12.4
16,125,4096,16,450,64,2,1210,6.7,1.4,15.62,132.93,5,2040,3.2,14.1
8,125,10240,8,200,64,1,4729,2.3,20.3,15.62,92.36,3,6179,0.4,9.1
16,180,2048,8,200,64,2,706,2.6,60.7,22.5,68.95,3,571,1.6,12.7
24,95,2048,16,300,64,3,367,4.7,29.3,11.88,53.76,6,1155,4.6,17.1
8,125,10240,8,350,64,5,3268,1.3,5.9,78.12,111.7,2,1646,3.4,19.0
24,250,2048,48,200,64,9,1673,17.9,23.6,93.75,163.38,8,710,12.0,7.4
16,180,10240,8,300,512,6,1686,1.2,172.1,67.5,49.39,10,1422,2.9,66.3
64,125,10240,24,300,128,13,7652,5.4,21.3,25.39,224.18,35,1216,15.1,36.1
16,250,2048,24,200,256,13,342,6.2,66.5,203.12,33.4,10,447,1.4,21.8
8,180,4096,48,350,64,0,1870,7.6,16.3,0.0,159.79,2,1277,6.3,8.4
24,95,8192,16,450,64,21,3402,5.0,31.3,83.12,186.88,2,3981,7.3,16.7
8,250,2048,48,200,512,6,615,2.5,178.7,187.5,60.06,1,1095,52.1,265.6
32,180,4096,16,450,512,8,1216,2.2,159.7,45.0,133.59,6,272,14.5,73.7
8,250,10240,8,300,512,6,4760,2.4,231.5,187.5,139.45,2,11167,3.2,119.4
8,250,4096,16,200,64,1,1596,2.0,1.5,31.25,77.93,2,626,8.4,38.2
32,250,2048,16,450,64,5,855,3.7,12.7,39.06,187.87,4,1120,2.2,26.3
32,125,2048,48,200,64,5,163,17.0,9.5,19.53,15.92,17,474,12.9,8.7
32,250,8192,8,450,256,4,7645,0.6,93.0,31.25,419.95,6,585,1.1,48.4
32,180,4096,48,300,128,10,1094,42.6,88.0,56.25,80.13,9,1198,13.8,115.6
64,95,10240,24,200,512,35,2397,5.4,333.7,51.95,46.82,7,6151,3.8,187.6
16,180,8192,24,300,128,3,2667,7.2,63.4,33.75,97.67,2,914,13.1,9.9
32,125,10240,24,200,256,7,2531,9.4,178.7,27.34,49.43,10,3394,2.8,33.4
64,95,10240,24,200,512,24,6586,6.6,85.8,35.62,128.63,12,4726,1.9,151.8
16,250,2048,24,200,256,10,1376,7.5,44.6,156.25,134.38,9,596,5.9,59.7
32,125,2048,24,350,256,12,491,5.5,86.6,46.88,83.91,10,569,15.5,67.2
8,250,10240,8,300,512,5,3212,2.7,127.2,156.25,94.1,2,4233,3.0,264.4
24,95,8192,24,200,128,9,248,8.8,11.9,35.62,6.05,7,1070,7.1,23.9
16,180,10240,16,450,128,2,3807,6.0,22.1,22.5,167.3,3,714,4.3,24.5
16,180,4096,48,200,128,12,906,10.4,36.2,135.0,44.24,4,796,12.1,95.6
64,250,8192,24,200,512,7,980,4.5,372.0,27.34,23.93,5,1429,26.8,354.8
64,95,10240,48,200,512,13,2981,4.2,22.7,19.3,58.22,48,2502,5.5,106.3
32,250,2048,16,450,64,9,789,0.5,21.8,70.31,173.36,7,1336,15.4,25.9
32,125,2048,16,300,128,4,294,7.7,21.3,15.62,43.07,5,123,6.8,9.0
24,180,2048,24,300,64,1,816,3.9,11.7,7.5,119.53,5,434,12.7,15.5
64,95,4096,8,300,256,15,664,7.2,89.5,22.27,48.63,9,626,2.2,38.3
64,250,10240,48,300,512,26,7210,36.8,474.7,101.56,211.23,58,2691,3.8,42.4
32,95,10240,24,300,64,13,1393,1.2,35.1,38.59,40.81,9,1221,4.0,16.4
24,125,2048,24,300,512,3,1108,0.5,140.8,15.62,162.3,7,600,14.2,478.8
32,180,4096,48,450,256,7,1510,14.3,233.6,39.38,165.89,21,566,23.6,38.6
16,125,4096,48,200,256,7,1720,22.1,95.5,54.69,83.98,5,938,11.9,71.9
24,95,8192,16,450,64,7,924,3.0,9.4,27.71,50.76,4,8076,13.9,6.6
8,125,10240,8,350,64,1,1351,3.1,38.0,15.62,46.18,1,5982,1.0,14.9
8,125,4096,16,200,128,4,3572,3.6,20.1,62.5,174.41,1,268,3.7,7.9
16,95,4096,24,300,128,3,1246,15.5,4.5,17.81,91.26,2,2733,3.7,131.7
32,125,2048,8,450,256,13,288,3.0,163.8,50.78,63.28,15,557,1.3,90.7
32,95,2048,48,450,128,15,849,5.5,28.5,44.53,186.55,6,725,8.3,14.9
64,95,2048,48,200,512,8,800,20.7,406.7,11.88,78.12,12,374,12.3,496.8
32,125,2048,16,300,128,3,226,5.8,35.1,11.72,33.11,4,173,1.6,75.7
8,250,2048,24,200,512,1,749,15.4,56.2,31.25,73.14,2,352,3.1,111.6
32,250,2048,8,300,256,17,366,1.5,66.9,132.81,53.61,5,505,2.0,68.4
16,125,4096,16,450,64,3,1554,3.2,3.1,23.44,170.73,5,2395,7.0,9.3
32,125,2048,16,300,128,21,374,9.1,27.0,82.03,54.79,5,273,1.6,71.8
16,95,4096,24,450,256,2,611,1.9,84.8,11.88,67.13,6,895,3.9,285.0
8,250,2048,8,200,64,6,201,1.8,28.9,187.5,19.63,3,1680,6.6,19.6
64,95,4096,8,300,256,13,205,4.4,114.8,19.3,15.01,57,4122,5.7,17.6
8,125,2048,24,300,512,1,1431,1.3,146.3,15.62,209.62,1,1279,18.7,41.1
32,125,10240,24,200,256,11,1323,8.6,106.3,42.97,25.84,4,3170,25.9,67.8
8,180,10240,8,200,64,1,2518,1.3,3.1,22.5,49.18,5,5628,0.5,11.4
32,250,2048,8,300,256,3,163,3.7,56.6,23.44,23.88,5,487,0.5,88.1
16,125,8192,16,200,512,3,4563,2.8,141.6,23.44,111.4,17,3977,4.1,62.7
16,95,2048,48,450,256,6,173,16.0,228.6,35.62,38.01,5,1369,27.9,47.9
