cpu_cores_total,cpu_watts,gpu_cores_total,gpu_vram_total_gb,gpu_watts,ram_total_gb,cpu_cores_used,gpu_cores_used,gpu_vram_used_gb,ram_used_gb,current_cpu_power_w,current_gpu_power_w,req_cpu_cores,req_gpu_cores,req_gpu_vram_gb,req_ram_gb,execution_time,sla_violation
64,95,4096,16,300,128,12,583,7.2,21.0,17.81,42.7,32,735,3.9,31.1,1.37,0
8,250,8192,8,300,256,1,1310,3.4,52.2,31.25,47.97,6,652,0.5,34.1,12.63,0
32,95,4096,8,450,512,2,785,1.5,258.1,5.94,86.24,3,1079,2.9,117.2,16.56,0
64,125,10240,48,200,512,23,6245,15.6,208.4,44.92,121.97,25,947,9.8,130.0,13.95,0
8,250,10240,24,200,128,3,3755,19.6,12.3,93.75,73.34,2,917,1.5,64.7,19.14,0
24,125,2048,16,200,128,6,509,8.2,32.6,31.25,49.71,7,378,3.3,11.0,11.75,0
24,95,8192,48,200,64,9,3287,8.0,14.9,35.62,80.25,4,697,13.2,9.4,15.12,0
8,125,4096,48,450,64,4,1061,20.8,13.9,62.5,116.56,2,1145,5.2,10.5,10.79,0
16,125,4096,48,200,256,2,1006,25.8,117.0,15.62,49.12,2,1133,15.0,49.1,11.66,0
16,180,8192,24,300,128,2,3632,3.3,48.5,22.5,133.01,7,1599,12.4,10.6,13.15,0
16,180,2048,16,450,64,3,340,1.7,20.9,33.75,74.71,3,394,1.2,16.8,12.83,0
32,95,2048,48,450,128,22,492,6.6,28.8,65.31,108.11,2,543,14.2,37.1,15.8,0
24,125,2048,48,200,128,3,416,12.3,5.3,15.62,40.62,2,401,2.6,30.8,12.5,0
64,250,8192,48,200,512,32,1551,6.1,88.2,125.0,37.87,19,2124,10.7,263.8,2.02,0
64,125,10240,48,200,64,4,706,21.2,12.6,7.81,13.79,37,567,9.6,28.2,10.55,0
8,125,2048,24,300,512,1,1600,1.5,107.6,15.62,234.38,2,175,5.5,255.5,13.58,0
32,250,10240,8,200,128,3,3454,0.2,30.3,23.44,67.46,6,808,0.8,33.7,1.81,0
16,180,2048,8,200,64,4,252,3.1,11.4,45.0,24.61,3,1244,1.3,13.8,16.55,0
24,250,2048,8,450,64,1,551,4.9,23.1,10.42,121.07,7,1368,1.8,16.6,17.28,0
64,95,10240,24,200,512,31,1369,5.3,184.5,46.02,26.74,9,1556,6.3,82.8,14.47,0
8,180,4096,48,350,64,3,743,3.7,21.8,67.5,63.49,2,594,5.6,9.6,7.36,0
64,95,4096,8,300,128,9,1068,0.6,55.1,13.36,78.22,8,721,2.1,14.5,1.01,0
24,250,10240,24,350,64,9,909,10.3,19.8,93.75,31.07,5,2573,7.4,7.1,18.88,0
8,180,10240,8,200,64,0,3490,2.1,13.9,0.0,68.16,5,2724,1.5,14.5,10.1,0
24,250,2048,8,450,64,4,453,0.9,39.5,41.67,99.54,7,534,2.1,3.6,4.7,0
32,95,4096,48,200,64,7,1593,25.8,10.2,20.78,77.78,9,874,13.5,24.2,2.12,0
64,180,4096,16,450,256,11,1838,9.1,108.6,30.94,201.93,11,826,2.1,63.5,6.77,0
8,250,4096,16,200,128,1,887,7.2,72.6,31.25,43.31,3,892,2.5,28.0,15.45,0
8,250,10240,24,200,128,3,3222,6.0,10.1,93.75,62.93,4,2330,10.9,21.4,19.18,0
24,250,10240,24,350,64,1,4716,2.2,22.1,10.42,161.19,6,870,5.0,28.1,1.02,0
16,95,2048,48,450,256,5,215,25.5,55.7,29.69,47.24,9,722,14.1,76.6,18.47,0
64,250,4096,24,450,128,22,773,1.2,10.7,85.94,84.92,26,416,3.2,36.2,17.67,0
24,95,10240,24,300,256,6,3350,12.0,80.9,23.75,98.14,4,1936,4.9,17.1,10.44,0
32,125,2048,16,300,128,7,623,6.9,39.6,27.34,91.26,2,225,4.0,22.3,4.23,0
16,125,4096,48,200,256,3,653,12.8,132.2,23.44,31.88,3,414,7.5,28.5,16.39,0
64,250,4096,24,450,128,19,1007,1.8,46.5,74.22,110.63,5,1383,3.7,10.1,0.68,0
24,250,2048,24,300,512,7,854,7.1,105.1,72.92,125.1,3,768,4.0,118.1,13.66,0
32,180,4096,8,300,256,10,1626,2.2,53.1,56.25,119.09,4,759,0.9,46.5,19.01,0
32,125,10240,16,300,64,10,1551,11.6,9.8,39.06,45.44,6,1404,0.9,41.7,1.94,0
24,95,8192,24,200,128,10,1381,5.9,56.9,39.58,33.72,4,1566,3.5,48.5,4.65,0
24,125,10240,24,350,128,0,7598,2.2,16.6,0.0,259.7,14,1233,3.9,23.7,16.73,0
64,250,10240,8,300,128,21,1718,2.4,24.5,82.03,50.33,10,1414,3.6,36.6,4.53,0
24,125,2048,8,300,512,5,420,3.8,44.2,26.04,61.52,9,219,1.9,160.4,10.97,0
64,250,8192,48,350,512,12,1950,13.1,264.0,46.88,83.31,12,589,14.1,45.2,4.3,0
64,250,2048,48,450,64,11,511,12.2,6.0,42.97,112.28,37,667,28.6,12.4,3.26,0
32,125,2048,16,450,512,3,1204,3.4,142.8,11.72,264.55,4,647,1.0,31.8,11.27,0
64,95,2048,48,200,512,3,114,10.2,205.7,4.45,11.13,10,1784,13.1,100.4,18.24,0
8,125,8192,8,450,512,1,599,1.3,169.5,15.62,32.9,2,1550,0.9,60.2,18.27,0
16,95,4096,24,300,128,7,243,4.7,26.7,41.56,17.8,4,393,5.1,87.7,16.58,0
24,125,10240,48,350,512,5,4160,13.8,197.7,26.04,142.19,3,5013,12.1,74.0,12.63,0
8,125,10240,8,200,64,0,4148,1.8,11.6,0.0,81.02,2,1337,0.5,9.8,19.16,0
24,95,8192,24,350,64,10,4305,2.7,17.4,39.58,183.93,5,2105,4.1,15.1,15.63,0
64,180,2048,24,450,512,26,829,3.0,206.4,73.12,182.15,16,607,3.7,197.0,10.19,0
64,95,2048,48,200,512,24,727,2.5,57.2,35.62,71.0,17,153,7.6,97.9,10.14,0
32,125,2048,8,450,256,15,906,4.8,43.4,58.59,199.07,6,172,2.1,64.4,6.79,0
64,180,10240,8,350,512,27,3945,2.6,188.5,75.94,134.84,19,2796,0.5,51.3,5.0,0
8,95,8192,24,450,512,0,241,11.6,177.4,0.0,13.24,2,2569,2.7,116.2,10.55,0
64,95,10240,24,200,512,2,1276,4.4,157.7,2.97,24.92,39,2752,6.3,32.7,3.46,0
24,180,2048,8,300,64,1,523,3.7,21.0,7.5,76.61,3,1134,2.1,18.6,9.99,0
32,95,2048,24,200,64,8,538,8.4,12.2,23.75,52.54,5,580,5.1,11.2,12.87,0
32,250,10240,8,200,128,9,3580,1.0,64.5,70.31,69.92,8,1025,0.8,10.4,5.7,0
64,95,4096,8,300,256,17,1831,2.5,167.3,25.23,134.11,11,592,1.7,63.4,13.86,0
24,95,2048,16,300,64,5,267,1.4,27.4,19.79,39.11,8,194,1.1,15.3,0.5,0
24,180,2048,8,300,64,8,198,2.0,12.0,60.0,29.0,3,554,5.2,15.5,5.25,0
24,95,8192,24,300,128,7,2772,6.0,90.6,27.71,101.51,7,4570,9.8,15.5,0.62,0
32,250,2048,24,350,64,7,659,8.7,9.1,54.69,112.62,8,603,7.2,6.2,12.35,0
8,250,8192,48,200,128,1,1231,4.7,44.1,31.25,30.05,3,2311,7.4,14.4,10.33,0
24,95,8192,16,450,64,4,1184,10.0,17.1,15.83,65.04,12,2127,3.3,7.4,0.83,0
24,95,2048,16,200,256,2,1274,3.6,10.3,7.92,124.41,12,555,2.7,159.8,2.0,0
64,95,8192,8,300,128,18,1202,2.3,22.9,26.72,44.02,7,631,1.0,38.2,13.1,0
8,180,8192,8,350,64,3,3811,0.6,30.3,67.5,162.82,3,1919,2.4,19.0,11.15,0
64,95,10240,24,200,512,25,3772,2.0,24.8,37.11,73.67,6,2604,20.6,126.3,16.54,0
32,95,10240,24,300,64,19,1261,2.4,14.0,56.41,36.94,3,1715,9.6,3.6,18.52,0
64,250,2048,48,450,64,12,312,26.1,44.2,46.88,68.55,24,607,12.5,8.3,0.08,0
24,95,8192,24,350,64,11,2611,2.3,25.8,43.54,111.55,4,3308,14.1,9.1,8.91,0
8,180,4096,48,350,64,1,264,25.6,4.9,22.5,22.56,3,917,13.4,10.0,6.69,0
32,125,4096,24,450,64,1,2301,11.3,17.9,3.91,252.8,9,509,9.5,42.3,3.32,0
32,250,8192,24,300,64,10,2393,17.0,11.9,78.12,87.63,11,1906,4.2,33.6,9.02,0
24,95,8192,48,200,64,0,1052,14.7,19.7,0.0,25.68,7,1244,14.2,3.3,8.05,0
16,180,10240,16,350,128,0,1648,2.9,26.2,0.0,56.33,4,1880,11.8,27.1,15.35,0
24,95,2048,16,450,512,8,741,4.5,180.5,31.67,162.82,3,117,3.1,131.9,17.86,0
16,180,4096,24,200,256,5,608,6.9,89.9,56.25,29.69,4,2520,6.4,57.3,2.49,0
16,180,4096,24,200,256,7,1056,3.2,150.0,78.75,51.56,7,1336,2.1,25.4,18.27,0
16,180,4096,24,200,256,5,1924,16.3,137.1,56.25,93.95,3,1503,4.7,23.8,19.01,0
64,95,4096,8,300,256,15,1147,6.4,24.6,22.27,84.01,19,1128,0.5,13.5,13.35,0
64,95,2048,8,300,512,25,41,5.2,327.9,37.11,6.01,15,574,1.2,39.0,9.13,0
24,125,4096,8,350,64,10,641,2.6,17.9,52.08,54.77,4,825,0.7,11.1,0.63,0
64,95,8192,16,450,256,19,3107,9.6,113.5,28.2,170.67,8,1680,0.8,86.2,2.88,0
8,125,8192,8,450,512,3,3535,2.0,336.7,46.88,194.18,3,1752,1.8,95.2,13.32,0
32,125,10240,24,200,256,2,1596,17.9,126.3,7.81,31.17,7,761,4.4,43.0,16.39,0
64,180,4096,16,450,256,26,278,1.4,189.1,73.12,30.54,11,999,1.2,53.9,9.86,0
24,95,8192,8,350,256,2,4831,1.5,66.5,7.92,206.4,7,1339,0.4,61.2,9.89,0
8,250,2048,8,200,64,5,1325,0.6,14.8,156.25,129.39,2,121,1.0,32.0,18.04,0
32,180,4096,16,450,512,3,234,1.8,130.5,16.88,25.71,7,323,1.6,101.2,18.64,0
64,95,4096,48,350,512,26,413,6.0,48.6,38.59,35.29,9,350,2.8,39.3,11.42,0
64,125,10240,48,200,64,30,2847,5.5,26.4,58.59,55.61,11,3279,4.6,11.1,8.45,0
24,250,2048,8,300,128,4,571,2.3,20.0,41.67,83.64,2,785,2.4,20.0,4.83,0
32,250,4096,48,200,512,6,2015,18.4,70.8,46.88,98.39,2,280,4.5,45.6,1.65,0
8,95,8192,48,350,512,0,2183,10.7,104.8,0.0,93.27,1,1000,8.1,75.5,17.76,0
24,95,2048,16,200,256,14,296,9.0,81.5,55.42,28.91,2,303,5.4,150.9,12.6,0
8,250,8192,48,200,128,2,680,6.3,14.3,62.5,16.6,5,1055,13.0,37.3,10.42,0
32,250,2048,8,300,256,10,71,0.5,80.4,78.12,10.4,3,460,1.2,40.2,3.97,0
64,95,8192,16,450,256,20,679,2.1,53.3,29.69,37.3,16,3884,2.1,119.0,11.5,0
8,125,8192,48,300,512,0,542,16.4,433.6,0.0,19.85,1,529,4.9,50.8,15.97,0
24,95,8192,24,200,128,8,5976,5.7,82.3,31.67,145.9,7,1780,6.0,29.6,13.29,0
24,250,2048,24,300,512,14,461,3.8,197.9,145.83,67.53,7,367,1.4,35.1,8.4,0
8,250,2048,8,200,64,2,325,2.8,7.6,62.5,31.74,5,427,0.9,4.9,9.06,0
64,125,10240,48,200,512,14,2930,29.6,295.2,27.34,57.23,17,2777,9.7,146.2,7.89,0
24,95,4096,48,200,128,5,1460,21.4,42.3,19.79,71.29,2,1747,6.6,27.0,4.52,0
24,180,8192,48,350,512,10,2262,3.4,279.8,75.0,96.64,2,1198,30.7,113.6,17.9,0
64,250,2048,24,450,64,5,430,9.3,15.2,19.53,94.48,15,455,3.1,8.4,9.35,0
24,250,4096,16,300,128,3,1537,4.1,41.7,31.25,112.57,6,456,3.4,34.4,12.29,0
32,95,4096,48,200,64,11,1427,18.8,22.1,32.66,69.68,10,959,7.7,35.3,8.95,0
32,250,10240,24,300,512,6,1388,15.2,96.3,46.88,40.66,21,5333,2.0,350.5,9.44,0
24,180,2048,24,300,64,3,383,5.4,8.7,22.5,56.1,4,757,5.4,14.5,10.02,0
24,125,4096,8,350,64,5,2113,0.3,22.6,26.04,180.55,6,1130,1.8,13.5,16.36,0
24,95,8192,8,300,64,4,932,2.4,19.1,15.83,34.13,6,5403,0.7,40.5,3.07,0
64,125,2048,24,450,512,18,576,5.4,182.3,35.16,126.56,22,719,5.4,47.3,4.78,0
64,250,2048,24,450,64,10,348,0.8,8.4,39.06,76.46,13,554,2.5,9.2,13.43,0
64,180,2048,24,450,512,20,1151,4.8,118.6,56.25,252.91,6,503,9.5,59.8,5.1,0
24,95,4096,48,200,128,7,78,9.8,6.0,27.71,3.81,2,314,6.2,71.1,10.22,0
64,250,8192,24,200,512,5,2195,12.8,215.2,19.53,53.59,15,1549,7.2,107.8,18.97,0
32,95,8192,8,300,128,15,2857,0.8,33.2,44.53,104.63,8,1003,1.0,18.0,19.74,0
16,180,4096,48,200,128,0,1154,14.2,113.3,0.0,56.35,4,846,7.2,7.5,17.5,0
24,125,2048,48,200,128,4,1169,12.3,23.8,20.83,114.16,18,569,23.7,69.3,3.32,0
24,125,10240,48,350,512,3,4551,9.4,78.9,15.62,155.55,5,1345,10.9,131.0,13.78,0
8,250,4096,16,200,64,2,1427,1.9,26.5,62.5,69.68,1,256,3.7,7.6,7.76,0
32,180,4096,48,300,128,23,708,12.9,56.6,129.38,51.86,3,1027,13.0,32.2,16.25,0
24,250,2048,24,300,512,4,773,3.2,63.3,41.67,113.23,8,501,6.5,140.8,3.41,0
16,250,2048,24,350,64,7,251,9.0,5.9,109.38,42.9,4,542,3.1,14.9,2.79,0
8,180,2048,16,450,64,1,291,3.0,25.2,22.5,63.94,2,574,7.7,11.1,17.21,0
32,125,10240,16,350,256,5,4760,9.4,90.3,19.53,162.7,8,1260,4.6,60.2,4.53,0
32,125,10240,16,450,256,4,2168,0.3,93.0,15.62,95.27,8,4719,3.3,38.0,10.06,0
8,250,2048,8,200,64,0,875,1.9,40.9,0.0,85.45,2,146,0.8,7.4,7.11,0
64,180,2048,24,450,512,22,103,5.0,95.1,61.88,22.63,6,328,1.5,112.6,3.36,0
8,250,8192,8,300,256,2,1752,1.0,74.2,62.5,64.16,1,1016,1.3,31.3,2.73,0
24,125,2048,16,200,128,13,163,6.0,72.9,67.71,15.92,4,330,1.7,7.7,5.98,0
32,95,8192,8,300,128,16,1294,3.0,67.7,47.5,47.39,10,1856,0.5,16.5,6.68,0
24,125,2048,8,300,256,5,143,1.4,7.3,26.04,20.95,2,163,1.7,46.0,5.44,0
32,250,8192,8,450,256,5,426,1.3,38.7,39.06,23.4,3,1899,0.4,22.2,10.59,0
24,125,10240,24,200,256,12,6729,11.7,186.8,62.5,131.43,2,2880,3.1,48.4,14.13,0
64,180,4096,16,450,256,26,477,12.2,156.7,73.12,52.4,14,1078,1.9,41.6,11.51,0
8,180,10240,8,200,64,2,6034,1.4,40.4,45.0,117.85,1,2164,1.3,19.1,1.86,0
16,125,10240,16,200,128,11,992,3.5,38.5,85.94,19.38,3,1808,1.6,65.3,16.89,0
24,95,8192,24,350,64,3,884,9.1,21.1,11.88,37.77,3,1411,4.1,32.4,9.94,0
32,95,2048,24,200,64,10,502,9.6,10.6,29.69,49.02,6,548,5.5,8.7,16.75,0
24,250,2048,24,300,512,4,1102,9.2,11.9,41.67,161.43,13,758,7.0,287.1,17.64,0
24,180,10240,24,450,64,1,5362,3.8,11.0,7.5,235.63,2,1097,4.4,30.2,17.39,0
8,125,10240,16,200,64,4,4370,4.1,10.3,62.5,85.35,3,1624,3.0,31.8,10.5,0
24,95,8192,24,200,128,3,1937,15.1,23.6,11.88,47.29,8,425,1.7,29.7,18.38,0
24,95,8192,24,200,128,5,3128,12.1,76.2,19.79,76.37,3,1037,5.7,8.4,18.9,0
8,180,8192,8,200,128,0,2550,1.8,84.6,0.0,62.26,2,3101,3.9,26.0,13.51,0
8,250,2048,48,300,256,4,190,7.5,161.7,125.0,27.83,2,331,2.7,66.7,0.98,0
16,180,4096,48,200,128,5,577,13.3,18.4,56.25,28.17,4,589,9.0,63.1,7.09,0
16,180,10240,16,450,512,11,3914,0.5,79.1,123.75,172.0,4,2451,3.6,75.7,12.97,0
8,125,8192,48,300,512,4,671,17.2,74.8,62.5,24.57,3,1389,27.8,80.4,5.19,0
24,95,2048,16,300,64,0,963,3.9,11.5,0.0,141.06,2,251,2.4,10.8,2.7,0
8,125,10240,16,200,64,1,3699,1.7,15.7,15.62,72.25,3,3495,1.8,8.3,12.76,0
8,250,2048,8,350,128,0,518,5.9,63.8,0.0,88.53,2,578,1.4,22.3,13.74,0
64,250,2048,48,450,64,27,127,12.9,29.7,105.47,27.91,7,282,16.0,15.6,10.78,0
64,95,4096,8,300,128,1,2670,2.6,14.8,1.48,195.56,27,839,1.9,34.4,18.7,0
32,125,10240,16,450,256,12,2297,3.2,154.8,46.88,100.94,8,3420,1.5,65.4,7.71,0
8,125,2048,24,300,512,3,444,7.8,103.3,46.88,65.04,2,506,6.0,30.1,1.5,0
16,95,4096,24,300,128,7,1146,11.0,16.6,41.56,83.94,2,449,3.8,15.8,19.77,0
24,180,2048,8,300,64,0,1170,1.4,24.1,0.0,171.39,5,516,0.6,15.6,7.07,0
32,125,10240,16,300,64,10,2961,7.5,6.4,39.06,86.75,9,2526,4.4,13.4,13.59,0
16,180,10240,8,300,512,2,3861,4.0,58.2,22.5,113.12,4,2089,1.3,30.0,1.23,0
32,125,8192,24,300,256,5,5497,14.5,163.1,19.53,201.31,5,863,5.9,66.0,11.92,0
8,125,4096,16,200,128,0,414,4.0,6.1,0.0,20.21,2,1171,3.5,22.8,2.38,0
8,180,10240,8,200,64,2,2924,2.8,13.9,45.0,57.11,3,689,4.8,5.1,4.9,0
24,95,4096,8,450,128,7,830,6.2,37.1,27.71,91.19,7,393,1.4,33.3,14.62,0
32,250,4096,48,200,512,5,2459,26.1,214.7,39.06,120.07,4,633,12.2,106.6,0.9,0
64,95,4096,48,350,512,10,2824,9.3,161.5,14.84,241.31,4,348,9.5,31.7,17.46,0
16,125,8192,16,200,512,3,1723,0.3,151.2,23.44,42.07,9,846,2.6,133.5,11.17,0
64,95,4096,16,300,128,17,738,2.1,91.7,25.23,54.05,21,1733,3.9,29.2,11.93,0
16,250,8192,16,350,256,4,5693,3.0,66.2,62.5,243.23,4,1780,3.5,66.3,13.58,0
8,125,4096,16,200,128,1,514,3.8,19.3,15.62,25.1,1,843,2.3,66.9,14.73,0
32,180,4096,48,450,256,4,2278,15.9,155.1,22.5,250.27,25,1030,12.4,37.7,4.44,0
32,125,4096,24,450,64,20,1730,3.1,15.7,78.12,190.06,4,267,7.0,14.4,16.53,0
16,125,4096,48,350,64,2,248,6.6,21.9,15.62,21.19,5,1351,14.1,6.4,12.86,0
32,125,4096,24,450,64,10,1556,6.7,10.6,39.06,170.95,16,1061,5.3,5.8,0.91,0
24,125,8192,24,350,64,8,3279,2.5,14.7,41.67,140.09,3,2095,10.7,10.5,15.74,0
16,125,10240,16,200,128,7,4195,6.8,45.1,54.69,81.93,3,2720,4.7,57.0,4.65,0
32,125,2048,24,350,256,17,392,6.5,87.6,66.41,66.99,3,159,2.6,58.6,7.6,0
8,95,4096,48,200,512,1,1953,14.3,155.8,11.88,95.36,2,892,12.3,87.1,16.3,0
8,250,10240,24,350,512,0,346,7.6,7.3,0.0,11.83,3,6116,4.2,143.0,15.16,0
16,95,4096,24,300,128,4,396,2.7,24.2,23.75,29.0,2,752,2.9,26.5,13.22,0
16,180,4096,48,200,128,2,2577,14.7,65.2,22.5,125.83,3,1109,6.8,45.8,8.63,0
32,95,8192,16,300,256,6,2300,5.9,71.6,17.81,84.23,5,899,2.1,43.6,14.96,0
64,125,8192,16,300,512,16,549,2.4,107.0,31.25,20.1,16,1174,6.6,105.2,8.29,0
64,95,10240,16,350,128,5,1525,8.3,29.3,7.42,52.12,38,2237,5.9,72.7,10.51,0
24,250,10240,24,350,64,7,901,0.7,24.4,72.92,30.8,3,6314,1.5,12.6,6.35,0
8,250,8192,48,200,128,1,411,17.3,19.3,31.25,10.03,2,1626,8.8,11.3,2.09,0
32,250,8192,8,200,512,12,2466,0.9,249.9,93.75,60.21,7,2326,1.0,104.4,8.3,0
16,250,2048,16,200,128,1,933,3.3,24.8,15.62,91.11,4,779,2.0,20.2,2.48,0
64,95,10240,24,200,512,46,3206,8.8,207.5,68.28,62.62,7,1918,3.1,31.3,8.21,0
64,95,2048,24,450,64,28,693,8.5,53.0,41.56,152.27,16,158,5.6,3.2,11.14,0
32,180,2048,24,450,128,5,350,6.9,21.0,28.12,76.9,7,352,3.1,74.1,12.43,0
16,125,4096,48,350,64,1,287,7.1,19.7,7.81,24.52,12,2938,13.6,6.5,4.34,0
24,95,8192,48,200,64,7,2572,7.9,31.3,27.71,62.79,7,1000,7.2,4.3,8.03,0
64,250,8192,24,200,512,27,2007,8.1,31.8,105.47,49.0,5,1364,9.4,96.3,1.87,0
32,180,4096,16,450,512,5,872,6.7,77.7,28.12,95.8,9,883,2.4,46.0,10.97,0
64,180,10240,8,350,512,35,2736,1.8,187.0,98.44,93.52,6,541,2.2,145.8,0.48,0
24,95,4096,16,300,64,7,175,4.8,16.4,27.71,12.82,5,1195,3.1,10.6,18.83,0
32,250,10240,24,300,512,1,2152,11.1,147.3,7.81,63.05,23,948,11.7,63.4,2.54,0
24,125,2048,8,300,512,4,937,2.7,18.3,20.83,137.26,7,346,1.3,355.3,19.63,0
32,125,10240,24,200,256,12,2188,4.4,68.5,46.88,42.73,8,2684,1.7,36.1,12.35,0
64,250,8192,24,200,512,41,2686,7.6,15.8,160.16,65.58,8,2057,14.0,408.8,19.73,0
64,180,10240,16,300,64,17,2210,6.8,23.8,47.81,64.75,31,1105,3.6,5.5,19.49,0
8,180,8192,8,200,128,1,5163,4.8,46.2,22.5,126.05,3,2039,0.7,19.8,4.08,0
16,180,4096,16,350,64,1,748,3.4,17.8,11.25,63.92,1,1175,3.9,5.1,12.46,0
16,250,2048,16,200,128,2,370,6.1,30.6,31.25,36.13,5,272,2.0,29.5,8.4,0
24,250,2048,24,300,512,5,910,4.3,95.0,52.08,133.3,12,392,5.0,291.1,7.68,0
32,125,8192,48,200,128,11,2017,10.0,33.3,42.97,49.24,7,2881,3.2,11.0,18.62,0
16,95,4096,24,450,256,4,1216,9.9,78.8,23.75,133.59,3,688,5.6,156.1,19.94,0
16,250,2048,16,200,128,7,810,5.7,84.1,109.38,79.1,3,1077,3.4,10.8,7.58,0
32,95,4096,48,200,64,2,664,26.0,7.1,5.94,32.42,3,334,5.5,17.6,1.15,0
32,250,2048,24,350,64,21,532,15.1,1.9,164.06,90.92,6,327,3.3,26.4,11.36,0
24,250,2048,8,450,64,7,68,0.1,18.0,72.92,14.94,4,422,2.1,13.0,2.98,0
64,95,4096,48,350,512,14,2294,2.9,196.6,20.78,196.02,14,288,7.3,128.5,13.47,0
32,125,4096,24,450,64,12,882,16.7,3.8,46.88,96.9,12,319,2.7,18.6,11.76,0
32,250,10240,8,200,128,14,4046,3.1,33.6,109.38,79.02,10,717,0.5,11.3,7.3,0
24,250,2048,8,350,256,12,483,3.7,99.7,125.0,82.54,5,538,2.3,39.2,11.89,0
32,250,4096,16,350,128,8,1010,5.5,64.0,62.5,86.3,7,2718,3.2,23.5,17.64,0
64,95,4096,48,350,512,11,2328,11.7,275.1,16.33,198.93,14,834,9.0,70.3,4.89,0
24,125,2048,8,300,256,1,635,2.9,48.2,5.21,93.02,13,1244,1.0,55.9,5.67,0
24,250,10240,24,350,64,2,3934,15.5,39.9,20.83,134.46,5,2219,3.1,6.4,17.51,0
64,250,2048,48,450,64,16,665,5.7,6.8,62.5,146.12,41,206,3.1,26.0,3.07,0
24,95,4096,16,300,64,1,2241,3.0,19.8,3.96,164.14,6,397,1.8,17.1,4.96,0
64,250,10240,8,300,128,10,3518,6.7,48.8,39.06,103.07,8,3062,0.8,13.4,15.95,0
8,250,2048,48,300,256,1,254,4.7,97.5,31.25,37.21,2,421,14.1,26.5,2.02,0
32,250,2048,24,350,64,10,440,3.9,31.1,78.12,75.2,10,298,1.6,16.7,11.84,0
32,250,4096,16,200,256,1,1651,1.6,116.8,7.81,80.62,7,637,5.8,49.8,11.48,0
24,95,8192,48,300,256,5,1129,9.1,68.7,19.79,41.35,15,906,5.5,68.4,13.02,0
8,180,8192,8,350,64,1,582,2.3,41.8,22.5,24.87,2,949,1.2,15.1,16.39,0
24,250,4096,16,300,128,9,751,2.1,30.1,93.75,55.0,12,551,3.8,9.0,14.2,0
24,95,10240,24,300,256,6,1970,1.8,142.1,23.75,57.71,7,1705,7.0,61.6,12.27,0
16,250,2048,24,350,64,12,632,12.8,19.6,187.5,108.01,2,508,2.7,30.9,5.56,0
8,95,10240,16,350,128,3,1547,5.7,94.5,35.62,52.88,4,2161,4.5,15.4,12.13,0
64,95,8192,8,300,128,14,645,4.1,79.1,20.78,23.62,35,2314,0.8,22.3,4.83,0
64,250,2048,24,450,64,5,214,12.3,14.5,19.53,47.02,18,542,6.6,17.4,1.21,0
24,95,2048,16,300,64,2,700,6.2,13.4,7.92,102.54,20,1065,8.2,15.4,10.98,0
24,180,2048,24,300,64,3,423,4.1,4.2,22.5,61.96,6,110,3.4,14.3,3.21,0
24,125,2048,8,300,512,2,356,3.2,142.4,10.42,52.15,6,282,3.3,277.5,10.98,0
32,95,2048,48,450,128,8,1537,9.0,52.2,23.75,337.72,5,406,11.6,18.1,11.26,0
8,95,8192,48,350,512,3,140,3.0,76.4,35.62,5.98,1,2220,14.3,109.1,4.2,0
24,125,10240,24,300,128,16,1584,13.7,23.8,83.33,46.41,2,683,3.6,63.6,19.58,0
16,95,10240,8,200,512,1,4836,1.8,21.1,5.94,94.45,4,2101,0.8,122.2,1.96,0
32,250,8192,24,300,64,9,451,14.1,18.7,70.31,16.52,3,711,7.5,16.8,16.58,0
32,95,8192,16,300,256,7,1045,4.7,19.0,20.78,38.27,6,1546,1.6,76.6,11.88,0
64,250,4096,24,450,128,5,608,4.9,15.9,19.53,66.8,17,756,1.4,36.8,14.91,0
32,125,8192,48,200,128,4,5079,10.7,41.6,15.62,124.0,19,1321,8.8,34.0,1.59,0
8,180,2048,16,450,64,0,529,2.6,29.6,0.0,116.24,3,505,3.8,19.2,15.02,0
8,125,10240,8,200,64,2,1740,1.9,21.0,31.25,33.98,3,773,2.4,11.7,5.86,0
24,250,2048,48,200,64,0,259,10.4,14.0,0.0,25.29,6,223,25.8,12.1,17.79,0
16,180,8192,24,300,128,6,643,5.5,72.8,67.5,23.55,5,577,11.2,39.1,15.24,0
32,250,4096,16,350,128,7,397,6.9,18.8,54.69,33.92,9,1009,2.2,43.7,5.57,0
64,95,2048,24,450,64,8,137,12.3,29.2,11.88,30.1,29,1268,2.2,13.3,18.96,0
8,125,10240,8,200,64,2,5330,3.3,17.2,31.25,104.1,1,626,1.5,14.4,1.83,0
24,95,4096,48,200,128,15,720,14.7,21.1,59.38,35.16,7,933,8.3,33.3,4.69,0
24,95,4096,48,200,128,4,1968,21.8,9.9,15.83,96.09,4,774,5.7,31.1,7.87,0
64,180,10240,8,350,512,10,2057,1.5,215.4,28.12,70.31,38,712,0.9,132.9,9.48,0
64,125,8192,24,200,512,10,803,16.1,271.2,19.53,19.6,17,1074,3.6,145.8,2.83,0
24,125,10240,48,200,128,2,4616,10.5,25.0,10.42,90.16,7,1223,12.6,24.8,5.34,0
16,125,10240,16,200,128,5,3288,3.9,52.7,39.06,64.22,5,1981,3.8,31.8,17.19,0
64,95,2048,8,300,512,1,697,0.2,162.5,1.48,102.1,12,285,1.2,70.4,12.05,0
